image_path,xmin,ymin,xmax,ymax,label
2019_YELL_2_541000_4977000_image_crop.png,216,453,253,492,Tree
2019_YELL_2_541000_4977000_image_crop.png,149,800,189,841,Tree
2019_YELL_2_541000_4977000_image_crop.png,849,597,898,644,Tree
2019_YELL_2_541000_4977000_image_crop.png,697,899,786,1001,Tree
2019_YELL_2_541000_4977000_image_crop.png,671,203,701,242,Tree
2019_YELL_2_541000_4977000_image_crop.png,975,557,1036,617,Tree
2019_YELL_2_541000_4977000_image_crop.png,452,228,480,261,Tree
2019_YELL_2_541000_4977000_image_crop.png,358,109,398,147,Tree
2019_YELL_2_541000_4977000_image_crop.png,1010,659,1071,722,Tree
2019_YELL_2_541000_4977000_image_crop.png,935,482,971,521,Tree
2019_YELL_2_541000_4977000_image_crop.png,756,151,795,200,Tree
2019_YELL_2_541000_4977000_image_crop.png,575,123,607,154,Tree
2019_YELL_2_541000_4977000_image_crop.png,437,11,497,83,Tree
2019_YELL_2_541000_4977000_image_crop.png,369,907,417,950,Tree
2019_YELL_2_541000_4977000_image_crop.png,795,593,850,653,Tree
2019_YELL_2_541000_4977000_image_crop.png,867,521,908,565,Tree
2019_YELL_2_541000_4977000_image_crop.png,864,465,896,505,Tree
2019_YELL_2_541000_4977000_image_crop.png,514,482,534,513,Tree
2019_YELL_2_541000_4977000_image_crop.png,538,481,582,516,Tree
2019_YELL_2_541000_4977000_image_crop.png,641,511,699,574,Tree
2019_YELL_2_541000_4977000_image_crop.png,614,206,665,254,Tree
2019_YELL_2_541000_4977000_image_crop.png,686,93,718,123,Tree
2019_YELL_2_541000_4977000_image_crop.png,714,81,752,127,Tree
2019_YELL_2_541000_4977000_image_crop.png,757,82,801,132,Tree
2019_YELL_2_541000_4977000_image_crop.png,1158,376,1229,447,Tree
2019_YELL_2_541000_4977000_image_crop.png,1209,423,1245,474,Tree
2019_YELL_2_541000_4977000_image_crop.png,1138,450,1188,503,Tree
2019_YELL_2_541000_4977000_image_crop.png,376,269,452,346,Tree
2019_YELL_2_541000_4977000_image_crop.png,100,262,128,306,Tree
2019_YELL_2_541000_4977000_image_crop.png,562,192,610,243,Tree
2019_YELL_2_541000_4977000_image_crop.png,592,373,666,446,Tree
2019_YELL_2_541000_4977000_image_crop.png,279,207,325,249,Tree
2019_YELL_2_541000_4977000_image_crop.png,287,247,349,298,Tree
2019_YELL_2_541000_4977000_image_crop.png,391,488,415,517,Tree
2019_YELL_2_541000_4977000_image_crop.png,1081,372,1123,425,Tree
2019_YELL_2_541000_4977000_image_crop.png,938,518,981,565,Tree
2019_YELL_2_541000_4977000_image_crop.png,819,675,857,712,Tree
2019_YELL_2_541000_4977000_image_crop.png,922,736,978,793,Tree
2019_YELL_2_541000_4977000_image_crop.png,894,768,934,815,Tree
2019_YELL_2_541000_4977000_image_crop.png,805,135,898,230,Tree
2019_YELL_2_541000_4977000_image_crop.png,522,518,566,567,Tree
2019_YELL_2_541000_4977000_image_crop.png,319,322,385,390,Tree
2019_YELL_2_541000_4977000_image_crop.png,313,150,373,213,Tree
2019_YELL_2_541000_4977000_image_crop.png,381,154,434,214,Tree
2019_YELL_2_541000_4977000_image_crop.png,660,259,719,311,Tree
2019_YELL_2_541000_4977000_image_crop.png,652,312,721,381,Tree
2019_YELL_2_541000_4977000_image_crop.png,725,283,809,378,Tree
